clnt_tenure_yr,bal,completion,count
3,37688.21,False,1
3,39669.32,True,1
3,39777.8,False,1
3,40055.86,False,1
3,40207.24,True,1
3,40236.05,False,1
3,40258.8,False,1
3,40258.8,True,1
3,40527.35,False,1
3,40527.35,True,2
3,40605.3,True,1
3,40670.39,True,1
3,42588.56,False,1
3,42666.51,False,1
3,43675.43,False,2
3,43675.43,True,1
3,43808.82,False,1
3,44449.05,False,1
3,44449.05,True,1
3,44547.17,True,1
3,44783.31,False,3
3,44783.31,True,1
3,45178.51,True,1
3,45336.94,True,1
3,45597.74,True,1
3,46245.9,True,1
3,46309.69,True,1
3,46574.82,True,1
3,46698.45,False,1
3,47629.13,False,1
3,47924.2,False,1
3,47924.2,True,1
3,49818.32,True,1
3,51627.79,True,1
3,51822.72,False,1
3,52981.81,False,1
3,52981.81,True,1
3,53544.28,False,1
3,53544.28,True,1
3,53788.01,False,1
3,54311.48,False,1
3,54311.48,True,1
3,56909.73,False,1
3,57385.71,False,2
3,57385.71,True,1
3,57585.27,False,4
3,57585.27,True,1
3,57710.25,False,1
3,58086.31,True,1
3,58863.17,True,1
3,58890.65,True,1
3,59656.04,False,1
3,59656.04,True,1
3,61103.69,True,1
3,61934.72,False,1
3,61934.72,True,1
3,63258.17,False,2
3,63258.17,True,1
3,66353.04,True,1
3,67472.4,False,1
3,67483.59,False,1
3,72005.57,True,1
3,72180.42,False,1
3,77334.29,True,1
3,77999.14,True,1
3,78212.2,True,1
3,78806.13,True,1
3,80320.59,True,1
3,82557.8,True,1
3,85402.92,True,1
3,86693.07,False,1
3,86693.07,True,1
3,86995.61,False,1
3,86995.61,True,1
3,90338.04,False,1
3,92011.77,True,1
3,100100.92,False,3
3,102222.93,False,1
3,106157.79,True,1
3,109567.59,False,3
3,111348.32,False,1
3,114767.38,False,1
3,114767.38,True,1
3,116786.97,False,1
3,116786.97,True,1
3,117352.35,False,1
3,117969.01,True,1
3,120995.55,False,1
3,122973.34,True,1
3,141066.3,False,1
3,143215.95,False,1
3,145847.99,False,2
3,148464.13,True,1
3,151063.95,True,1
3,157606.46,True,1
3,169218.19,False,1
3,169218.19,True,1
3,173477.71,True,1
3,175033.3,True,1
3,175190.2,True,1
3,176557.14,True,1
3,196453.62,False,4
3,196453.62,True,1
3,196777.77,False,1
3,196777.77,True,1
3,203729.41,False,3
3,210890.09,False,1
3,217189.41,True,1
3,218591.48,False,1
3,220707.35,True,1
3,222550.98,False,1
3,227363.72,False,3
3,227363.72,True,1
3,230612.09,False,1
3,238444.36,True,1
3,240872.67,False,1
3,243220.33,True,1
3,249001.48,False,1
3,330072.46,True,1
3,331068.19,False,1
3,372327.1,True,1
3,376048.99,False,2
3,378001.41,True,1
3,428434.01,False,3
3,428434.01,True,1
3,440813.04,False,1
3,476652.85,True,1
3,567313.04,False,2
3,567313.04,True,1
3,582472.47,False,1
3,626642.84,True,1
3,682921.79,True,1
3,799421.74,True,1
3,1319355.69,False,2
3,1319355.69,True,1
3,1595976.41,False,1
3,1595976.41,True,1
4,23796.98,False,1
4,23799.49,False,1
4,23819.57,False,1
4,23896.27,False,1
4,23896.99,True,1
4,23914.35,True,1
4,24231.15,True,1
4,24239.7,True,1
4,24282.78,False,3
4,24599.53,False,1
4,24796.21,False,1
4,24827.94,False,1
4,24827.94,True,1
4,24843.5,True,1
4,24850.94,False,1
4,24850.94,True,1
4,24869.62,False,2
4,24935.83,True,1
4,24953.79,False,1
4,24953.79,True,1
4,24957.52,False,1
4,24975.43,True,1
4,24976.79,False,1
4,24980.01,False,2
4,25002.88,False,1
4,25015.86,False,1
4,25022.78,True,1
4,25024.86,False,2
4,25025.05,True,1
4,25026.79,False,1
4,25031.93,True,1
4,25038.51,False,1
4,25038.51,True,1
4,25040.42,True,1
4,25041.18,False,1
4,25048.76,True,1
4,25049.68,True,1
4,25066.07,True,1
4,25071.5,True,1
4,25071.73,True,1
4,25075.9,True,1
4,25078.62,True,1
4,25094.46,False,1
4,25095.03,False,2
4,25146.4,False,2
4,25146.4,True,1
4,25170.15,True,1
4,25170.73,True,1
4,25194.78,True,1
4,25270.36,True,1
4,25322.22,False,1
4,25331.22,False,1
4,25409.82,True,1
4,25442.58,True,1
4,25454.15,False,1
4,25454.15,True,1
4,25534.73,True,1
4,25551.56,True,1
4,25629.33,True,1
4,25673.05,False,1
4,25675.08,True,1
4,25696.24,True,1
4,25715.1,False,1
4,25760.67,False,1
4,25766.03,True,1
4,25785.25,True,1
4,25786.33,False,1
4,25917.17,False,1
4,25918.64,False,1
4,25966.87,True,1
4,26011.36,True,1
4,26015.52,False,1
4,26015.52,True,1
4,26025.85,False,1
4,26025.85,True,1
4,26117.23,True,1
4,26140.35,True,1
4,26141.06,True,1
4,26144.21,False,1
4,26152.26,False,1
4,26152.54,False,4
4,26210.72,False,1
4,26210.72,True,1
4,26212.37,True,1
4,26228.35,True,1
4,26229.07,False,1
4,26231.18,True,1
4,26282.98,False,1
4,26301.31,True,1
4,26303.05,False,1
4,26303.05,True,1
4,26308.1,False,2
4,26312.42,False,1
4,26315.05,False,1
4,26315.05,True,1
4,26325.95,True,1
4,26355.26,False,1
4,26371.52,False,1
4,26387.76,True,1
4,26396.14,True,1
4,26420.95,False,1
4,26420.95,True,1
4,26466.29,False,1
4,26489.58,True,1
4,26490.75,True,1
4,26526.16,False,1
4,26526.16,True,1
4,26542.97,True,1
4,26555.46,True,1
4,26555.76,False,1
4,26588.45,True,1
4,26632.87,True,1
4,26698.4,True,1
4,26742.34,False,1
4,26781.62,False,1
4,26795.08,True,1
4,26802.98,True,1
4,26823.1,False,1
4,26823.1,True,1
4,26843.46,False,1
4,26843.46,True,1
4,26865.63,False,1
4,26933.12,False,1
4,26950.15,True,1
4,26965.17,True,1
4,27015.02,True,1
4,27061.65,True,1
4,27065.95,False,1
4,27065.95,True,1
4,27070.78,True,1
4,27099.77,True,1
4,27129.55,False,1
4,27136.69,False,1
4,27144.32,False,1
4,27183.28,False,1
4,27183.28,True,1
4,27283.06,False,1
4,27283.06,True,1
4,27286.92,True,1
4,27320.42,True,1
4,27332.21,True,1
4,27348.96,True,1
4,27352.5,True,1
4,27371.55,True,1
4,27391.02,True,1
4,27399.39,True,1
4,27435.76,True,1
4,27446.24,True,1
4,27457.63,False,1
4,27472.95,False,1
4,27501.83,False,1
4,27505.79,True,1
4,27510.48,False,1
4,27515.8,False,1
4,27515.85,True,1
4,27553.32,True,1
4,27561.14,False,2
4,27579.62,True,1
4,27583.0,True,1
4,27586.6,False,1
4,27604.13,True,1
4,27604.31,False,1
4,27604.31,True,1
4,27617.96,True,1
4,27619.81,False,1
4,27619.81,True,1
4,27638.11,False,1
4,27638.11,True,1
4,27638.87,False,1
4,27646.85,True,1
4,27702.97,False,1
4,27702.97,True,1
4,27710.98,False,1
4,27710.98,True,1
4,27727.53,False,1
4,27727.53,True,1
4,27733.0,False,1
4,27738.69,True,1
4,27763.02,True,1
4,27780.84,True,1
4,27818.03,False,1
4,27861.75,True,1
4,27864.97,True,1
4,27866.73,True,1
4,27881.36,False,1
4,27904.47,True,1
4,27911.82,False,2
4,27932.11,False,1
4,27973.68,False,2
4,27973.68,True,1
4,27983.37,True,2
4,28003.2,True,1
4,28003.69,False,1
4,28037.01,True,1
4,28065.53,False,1
4,28089.41,True,1
4,28116.37,True,1
4,28118.74,False,1
4,28129.32,False,2
4,28129.32,True,1
4,28132.47,False,1
4,28147.09,True,1
4,28169.9,False,1
4,28189.41,False,1
4,28235.78,True,1
4,28273.17,True,1
4,28389.27,True,1
4,28462.57,False,1
4,28550.12,True,1
4,28556.56,True,1
4,28602.64,True,1
4,28603.75,False,1
4,28603.75,True,1
4,28613.56,False,2
4,28613.56,True,1
4,28662.7,False,1
4,28666.39,False,1
4,28681.18,True,1
4,28719.38,True,1
4,28725.21,True,1
4,28736.28,False,1
4,28756.45,False,1
4,28756.45,True,1
4,28759.29,False,1
4,28800.24,True,1
4,28828.57,False,1
4,28828.85,False,1
4,28870.38,False,1
4,28872.86,False,1
4,28876.93,True,1
4,28879.46,True,1
4,28883.61,True,1
4,28894.47,False,1
4,28894.47,True,1
4,28955.3,False,1
4,29002.05,True,1
4,29022.59,False,1
4,29033.79,True,1
4,29072.56,True,1
4,29078.68,False,2
4,29088.0,True,1
4,29114.12,False,1
4,29114.12,True,1
4,29114.62,True,1
4,29137.43,False,5
4,29198.31,False,1
4,29219.53,False,1
4,29219.53,True,1
4,29251.63,True,1
4,29251.99,True,1
4,29252.64,True,1
4,29290.82,True,1
4,29327.67,True,1
4,29328.71,False,1
4,29347.84,True,1
4,29350.89,False,1
4,29350.89,True,1
4,29388.5,True,1
4,29388.51,True,2
4,29388.52,False,1
4,29390.04,True,1
4,29410.92,False,1
4,29412.49,True,1
4,29445.31,False,1
4,29447.95,False,1
4,29447.95,True,1
4,29456.31,True,1
4,29458.41,True,1
4,29501.11,False,1
4,29501.11,True,1
4,29519.3,False,1
4,29523.08,True,1
4,29530.42,False,1
4,29565.54,True,1
4,29597.75,True,1
4,29605.69,True,1
4,29625.47,False,1
4,29679.8,False,1
4,29724.61,True,1
4,29745.84,True,1
4,29756.92,False,1
4,29759.82,False,1
4,29759.82,True,1
4,29782.66,True,1
4,29796.41,True,1
4,29837.22,True,1
4,29850.97,True,1
4,29858.95,True,1
4,29881.4,False,1
4,29881.4,True,1
4,29884.94,False,2
4,29884.94,True,1
4,29936.78,True,1
4,29946.34,True,1
4,29956.1,False,1
4,29956.1,True,1
4,29956.51,False,1
4,29956.51,True,1
4,29961.37,False,1
4,29961.37,True,1
4,29964.42,False,1
4,29973.03,False,3
4,29981.14,True,1
4,29986.97,False,1
4,29990.22,False,1
4,29993.37,True,1
4,30046.02,False,3
4,30046.02,True,2
4,30082.24,True,1
4,30111.72,True,1
4,30131.7,False,1
4,30140.83,False,1
4,30140.83,True,1
4,30164.6,True,1
4,30193.3,False,1
4,30193.3,True,1
4,30198.26,False,1
4,30220.88,False,1
4,30237.29,False,1
4,30244.91,True,1
4,30308.12,True,1
4,30315.11,True,1
4,30344.57,False,1
4,30347.57,True,1
4,30363.07,False,1
4,30384.88,True,1
4,30410.54,True,1
4,30440.02,True,1
4,30453.01,False,3
4,30497.04,False,1
4,30503.68,False,1
4,30507.11,True,2
4,30508.33,False,2
4,30543.13,True,1
4,30544.33,False,1
4,30549.13,True,1
4,30552.19,False,1
4,30569.72,False,1
4,30569.72,True,1
4,30577.23,False,1
4,30585.96,False,1
4,30585.96,True,1
4,30589.75,True,1
4,30599.44,True,1
4,30627.3,False,1
4,30627.3,True,1
4,30636.55,False,1
4,30636.55,True,1
4,30647.37,False,3
4,30649.44,False,2
4,30651.28,False,1
4,30660.28,True,1
4,30671.21,False,1
4,30673.72,True,1
4,30679.34,False,1
4,30684.56,True,1
4,30691.45,True,1
4,30692.95,False,2
4,30704.24,True,1
4,30722.51,True,1
4,30734.51,True,1
4,30747.34,True,1
4,30748.55,True,1
4,30776.55,True,1
4,30783.05,False,1
4,30794.83,True,1
4,30795.63,True,1
4,30798.41,True,2
4,30800.01,False,3
4,30815.23,True,1
4,30816.44,False,2
4,30823.72,True,1
4,30830.14,False,1
4,30830.14,True,1
4,30836.54,True,1
4,30849.58,True,1
4,30851.02,False,1
4,30869.32,True,1
4,30872.25,True,1
4,30880.06,True,1
4,30880.14,True,1
4,30884.28,True,1
4,30895.57,True,1
4,30897.01,True,1
4,30913.64,True,1
4,30921.66,True,1
4,30933.78,False,1
4,30933.78,True,1
4,30951.84,True,1
4,30955.97,True,1
4,30957.39,True,1
4,31003.7,True,1
4,31003.88,True,1
4,31099.59,False,1
4,31109.55,True,1
4,31116.49,False,2
4,31131.67,True,1
4,31132.16,False,1
4,31182.57,False,1
4,31188.62,True,3
4,31198.04,True,1
4,31214.12,False,1
4,31228.18,False,1
4,31232.22,False,1
4,31239.86,True,1
4,31241.58,True,2
4,31251.49,True,1
4,31260.84,False,1
4,31260.84,True,1
4,31277.77,False,1
4,31301.07,True,1
4,31379.7,False,2
4,31387.89,True,1
4,31397.44,True,1
4,31401.94,True,1
4,31427.03,True,1
4,31442.92,True,1
4,31457.64,True,1
4,31457.82,False,1
4,31480.62,False,1
4,31480.62,True,1
4,31484.64,True,1
4,31486.81,False,1
4,31489.72,True,1
4,31495.93,False,1
4,31498.49,False,1
4,31508.15,True,1
4,31554.51,True,1
4,31566.27,False,2
4,31612.23,True,1
4,31622.98,False,2
4,31622.98,True,1
4,31656.08,False,1
4,31665.48,True,1
4,31674.5,False,1
4,31699.97,True,1
4,31734.17,True,1
4,31769.89,False,1
4,31769.89,True,1
4,31798.6,False,2
4,31803.51,False,1
4,31803.51,True,1
4,31807.19,False,1
4,31830.09,True,1
4,31878.78,False,1
4,31901.97,True,1
4,31921.91,True,1
4,31922.61,True,1
4,31931.14,True,1
4,31967.98,False,1
4,31967.98,True,1
4,32001.11,True,1
4,32013.23,True,1
4,32078.98,True,1
4,32102.71,True,1
4,32122.29,False,2
4,32122.29,True,1
4,32138.73,False,1
4,32138.73,True,1
4,32179.34,True,1
4,32194.17,False,1
4,32198.29,True,1
4,32205.69,True,1
4,32223.3,True,1
4,32252.95,False,1
4,32262.88,True,1
4,32264.7,False,4
4,32264.7,True,1
4,32286.29,False,2
4,32308.9,False,1
4,32308.9,True,1
4,32330.46,False,1
4,32330.46,True,1
4,32348.57,True,1
4,32360.6,True,1
4,32405.66,False,1
4,32405.66,True,1
4,32405.86,False,1
4,32422.03,False,1
4,32478.07,True,1
4,32495.07,True,1
4,32508.81,True,1
4,32534.05,True,1
4,32575.88,True,1
4,32615.37,True,1
4,32622.57,True,1
4,32629.28,False,1
4,32636.76,False,1
4,32638.9,True,1
4,32682.87,True,1
4,32780.36,True,1
4,32793.0,True,1
4,32814.78,False,1
4,32825.35,True,1
4,32836.38,False,1
4,32836.38,True,1
4,32849.64,True,1
4,32876.35,True,1
4,32895.42,False,1
4,32951.63,False,1
4,32951.63,True,1
4,32988.26,False,2
4,33020.5,False,2
4,33084.49,True,1
4,33092.13,True,1
4,33152.58,False,1
4,33154.49,True,1
4,33228.97,False,1
4,33303.88,True,1
4,33304.12,True,1
4,33385.79,True,1
4,33396.07,False,1
4,33397.82,False,1
4,33429.28,True,1
4,33445.16,True,1
4,33549.63,True,1
4,33633.81,False,2
4,33643.33,False,1
4,33643.33,True,1
4,33656.8,True,1
4,33685.12,True,1
4,33698.0,False,1
4,33714.3,True,1
4,33722.88,False,1
4,33726.35,False,1
4,33781.57,False,1
4,33781.57,True,1
4,33812.29,False,1
4,33865.89,True,1
4,33875.96,True,1
4,33910.34,True,1
4,33918.16,True,1
4,33955.45,True,1
4,33955.52,False,3
4,34001.38,True,1
4,34035.9,False,1
4,34045.65,True,1
4,34049.47,False,2
4,34061.01,False,1
4,34061.01,True,1
4,34070.1,False,2
4,34084.63,True,1
4,34085.56,True,1
4,34091.65,True,1
4,34105.97,False,1
4,34135.4,True,1
4,34232.11,True,1
4,34236.06,False,1
4,34236.06,True,2
4,34301.83,True,1
4,34305.24,False,1
4,34350.97,False,1
4,34350.97,True,1
4,34405.68,True,1
4,34421.57,False,1
4,34421.57,True,1
4,34462.77,True,1
4,34489.31,True,1
4,34509.87,False,1
4,34516.59,False,1
4,34533.81,False,1
4,34533.81,True,1
4,34560.49,True,1
4,34660.63,False,2
4,34683.57,True,1
4,34708.67,False,2
4,34720.07,False,2
4,34787.82,False,1
4,34801.71,False,1
4,34801.71,True,1
4,34851.0,False,1
4,34851.0,True,1
4,34886.89,False,1
4,34915.23,False,1
4,34915.23,True,1
4,34918.66,False,1
4,34944.76,False,1
4,34981.98,False,3
4,34989.12,False,1
4,34989.12,True,1
4,35011.6,False,2
4,35046.61,True,1
4,35066.03,False,1
4,35111.5,False,1
4,35111.5,True,1
4,35131.24,True,1
4,35139.28,False,1
4,35150.62,True,1
4,35242.72,True,1
4,35266.63,True,1
4,35284.04,False,1
4,35298.49,False,1
4,35298.49,True,1
4,35415.15,True,1
4,35475.34,False,1
4,35532.87,True,1
4,35566.3,True,1
4,35571.07,True,1
4,35619.64,False,1
4,35627.04,False,2
4,35627.04,True,1
4,35684.92,False,1
4,35775.82,True,1
4,35825.43,False,1
4,35898.4,True,1
4,35901.64,True,1
4,35903.57,False,2
4,35924.17,False,1
4,35924.17,True,1
4,35962.48,False,1
4,35962.48,True,1
4,36067.13,False,2
4,36067.13,True,1
4,36125.36,True,1
4,36175.2,False,1
4,36175.2,True,1
4,36193.72,False,1
4,36193.72,True,1
4,36209.58,False,1
4,36216.48,True,1
4,36229.55,True,1
4,36245.9,False,1
4,36387.09,False,1
4,36391.79,True,1
4,36401.67,False,1
4,36401.67,True,1
4,36454.34,False,2
4,36454.34,True,1
4,36500.69,False,1
4,36529.93,False,1
4,36540.77,False,1
4,36567.0,True,1
4,36607.35,True,1
4,36666.21,False,1
4,36666.21,True,1
4,36686.42,True,1
4,36713.87,True,1
4,36772.35,False,1
4,36788.65,True,1
4,36808.92,False,1
4,36904.41,False,2
4,36959.92,False,1
4,36993.11,False,1
4,36998.94,False,1
4,37003.32,False,1
4,37013.06,True,1
4,37014.63,True,1
4,37019.62,True,1
4,37023.61,False,1
4,37023.66,True,1
4,37072.81,True,1
4,37085.94,True,1
4,37112.51,False,1
4,37169.39,True,1
4,37184.14,False,2
4,37224.24,False,1
4,37247.53,True,1
4,37267.89,True,1
4,37276.47,False,1
4,37294.96,True,1
4,37295.66,False,1
4,37295.66,True,1
4,37301.58,True,1
4,37332.29,False,1
4,37332.29,True,1
4,37350.12,True,1
4,37362.57,False,1
4,37391.9,True,1
4,37442.6,False,1
4,37476.94,False,1
4,37479.17,False,1
4,37481.73,False,1
4,37490.9,True,1
4,37520.6,True,1
4,37544.01,True,1
4,37577.88,True,1
4,37582.3,True,1
4,37589.69,True,1
4,37597.8,False,3
4,37597.8,True,1
4,37597.83,True,1
4,37598.53,False,3
4,37612.52,True,1
4,37626.37,False,1
4,37626.37,True,2
4,37635.56,False,2
4,37641.75,False,1
4,37647.09,False,1
4,37647.09,True,1
4,37661.91,False,1
4,37676.03,True,1
4,37705.03,False,2
4,37774.1,True,1
4,37775.82,True,1
4,37837.88,False,1
4,37865.59,True,1
4,37908.36,True,1
4,37946.69,True,1
4,37994.61,False,1
4,38008.51,False,2
4,38030.64,False,1
4,38033.55,False,1
4,38065.27,False,1
4,38076.46,True,1
4,38078.17,True,1
4,38128.03,False,1
4,38128.03,True,1
4,38167.76,True,1
4,38193.22,True,1
4,38237.45,True,1
4,38265.54,False,1
4,38323.6,False,1
4,38332.73,False,1
4,38370.01,True,1
4,38413.94,True,1
4,38413.97,False,1
4,38418.74,True,1
4,38513.0,False,1
4,38515.96,True,1
4,38569.89,True,1
4,38586.87,False,1
4,38634.33,True,1
4,38668.19,False,1
4,38668.19,True,1
4,38684.0,False,1
4,38684.0,True,1
4,38716.0,True,1
4,38764.54,True,1
4,38780.71,False,1
4,38808.39,True,1
4,38841.55,False,1
4,38843.44,True,1
4,38850.5,True,1
4,38860.65,False,1
4,38860.65,True,1
4,38861.27,True,1
4,38863.15,False,1
4,38908.71,False,1
4,38908.71,True,1
4,39038.02,True,1
4,39072.69,False,2
4,39072.69,True,1
4,39120.44,False,1
4,39120.44,True,1
4,39175.65,False,1
4,39175.65,True,1
4,39191.15,True,1
4,39242.83,True,1
4,39297.57,True,1
4,39333.82,False,1
4,39344.13,False,1
4,39344.87,False,1
4,39351.91,True,1
4,39450.34,True,1
4,39490.65,True,1
4,39546.64,True,1
4,39557.51,False,1
4,39618.1,False,1
4,39618.1,True,1
4,39626.15,True,1
4,39665.58,True,1
4,39678.98,False,2
4,39714.25,False,1
4,39725.22,False,2
4,39739.62,False,1
4,39745.72,False,2
4,39771.13,True,1
4,39799.81,False,1
4,39799.81,True,1
4,39812.36,True,1
4,39880.93,True,1
4,39937.09,True,1
4,40048.73,True,1
4,40094.82,True,1
4,40142.08,False,2
4,40142.08,True,1
4,40200.05,False,1
4,40202.59,False,1
4,40202.59,True,1
4,40272.5,True,1
4,40367.05,True,1
4,40391.98,False,1
4,40391.98,True,1
4,40457.64,True,1
4,40506.07,False,1
4,40512.45,False,1
4,40512.73,False,2
4,40534.71,False,1
4,40546.48,True,1
4,40684.59,False,1
4,40720.25,False,1
4,40755.77,True,1
4,40792.93,False,1
4,40842.81,False,1
4,40850.25,True,1
4,40870.49,False,1
4,40870.49,True,1
4,40898.91,True,1
4,40976.99,False,1
4,41009.37,False,1
4,41020.73,False,7
4,41023.03,False,1
4,41023.03,True,1
4,41025.07,True,3
4,41059.14,False,1
4,41069.38,True,1
4,41090.78,True,1
4,41096.72,False,1
4,41112.12,True,1
4,41163.72,False,1
4,41181.56,True,1
4,41312.67,False,1
4,41374.82,False,1
4,41374.82,True,1
4,41405.77,True,1
4,41467.66,True,1
4,41511.75,False,1
4,41537.43,False,1
4,41537.43,True,1
4,41585.86,True,1
4,41592.46,True,1
4,41625.61,True,1
4,41630.89,True,1
4,41642.52,False,1
4,41642.52,True,1
4,41646.52,True,1
4,41689.52,False,2
4,41704.2,True,1
4,41816.61,True,1
4,41820.65,True,1
4,41856.31,False,1
4,41856.31,True,1
4,41910.54,True,1
4,41933.29,True,1
4,41966.61,False,1
4,41966.61,True,1
4,41988.56,False,2
4,42027.26,True,1
4,42032.54,False,1
4,42043.35,False,1
4,42069.08,True,1
4,42077.42,True,1
4,42091.15,True,1
4,42123.68,True,1
4,42152.82,True,1
4,42324.97,True,1
4,42428.05,False,2
4,42453.44,True,1
4,42511.93,True,1
4,42547.57,True,1
4,42578.7,True,1
4,42602.86,True,1
4,42608.51,True,1
4,42639.37,False,1
4,42644.84,False,1
4,42644.84,True,1
4,42644.93,True,1
4,42654.23,True,1
4,42658.32,False,1
4,42725.94,True,1
4,42749.84,True,1
4,42756.86,False,1
4,42756.86,True,1
4,42767.62,True,1
4,42776.48,False,1
4,42878.73,True,1
4,42894.01,False,2
4,42894.01,True,1
4,43043.01,True,1
4,43043.86,True,1
4,43049.31,False,1
4,43101.98,False,1
4,43101.98,True,1
4,43113.51,True,1
4,43120.57,False,2
4,43173.87,True,1
4,43199.38,True,1
4,43231.73,True,1
4,43241.76,True,1
4,43255.46,False,2
4,43279.5,True,1
4,43294.35,False,1
4,43298.48,False,1
4,43298.48,True,1
4,43303.25,False,1
4,43338.14,True,1
4,43418.08,True,1
4,43446.47,True,1
4,43505.69,False,4
4,43512.76,True,1
4,43533.77,False,1
4,43577.94,True,1
4,43601.29,True,1
4,43636.43,True,1
4,43681.71,False,2
4,43702.42,False,2
4,43702.42,True,1
4,43730.31,True,1
4,43747.15,False,1
4,43747.15,True,1
4,43807.92,False,1
4,43863.15,True,1
4,43894.9,False,1
4,43910.49,False,1
4,43910.49,True,1
4,43914.23,False,2
4,44034.75,True,1
4,44058.69,True,2
4,44063.2,False,1
4,44080.37,False,1
4,44088.51,False,1
4,44088.51,True,1
4,44094.12,True,1
4,44111.21,False,1
4,44128.84,False,1
4,44129.31,False,1
4,44135.53,False,1
4,44137.16,True,1
4,44157.79,False,2
4,44177.07,True,1
4,44193.56,False,1
4,44193.56,True,1
4,44197.36,True,1
4,44267.36,False,1
4,44269.55,False,1
4,44271.15,True,1
4,44281.14,True,1
4,44307.67,False,1
4,44310.45,True,1
4,44353.1,True,1
4,44359.08,True,1
4,44360.85,False,1
4,44377.89,True,1
4,44378.33,False,1
4,44414.04,False,1
4,44414.04,True,1
4,44431.78,False,1
4,44437.73,True,1
4,44471.15,True,1
4,44477.5,False,1
4,44522.42,False,1
4,44522.42,True,1
4,44527.17,False,2
4,44527.17,True,1
4,44561.42,False,9
4,44561.42,True,1
4,44571.1,False,1
4,44587.68,True,1
4,44614.14,True,1
4,44626.99,True,1
4,44632.09,False,1
4,44632.09,True,1
4,44640.18,True,1
4,44670.3,False,1
4,44711.92,False,1
4,44767.49,False,1
4,44767.73,False,1
4,44767.73,True,1
4,44786.88,True,1
4,44834.45,False,1
4,44834.45,True,1
4,44859.81,False,1
4,44888.29,True,1
4,45001.03,False,1
4,45019.99,True,1
4,45025.04,False,1
4,45050.4,True,1
4,45134.42,True,1
4,45168.6,False,1
4,45196.03,False,1
4,45196.03,True,1
4,45223.58,True,1
4,45238.13,False,2
4,45264.68,True,1
4,45302.32,True,1
4,45376.3,True,1
4,45379.33,False,1
4,45389.56,True,1
4,45417.28,True,1
4,45439.88,True,1
4,45462.11,False,1
4,45462.11,True,1
4,45462.81,False,1
4,45495.12,False,2
4,45506.85,True,1
4,45561.2,True,1
4,45572.69,False,1
4,45628.63,True,1
4,45631.79,False,1
4,45828.54,False,2
4,45880.7,True,1
4,45937.19,True,1
4,46034.73,True,1
4,46047.11,True,1
4,46047.78,True,1
4,46052.16,True,1
4,46224.55,False,1
4,46255.38,True,1
4,46420.39,True,1
4,46434.68,True,1
4,46439.3,True,1
4,46481.35,False,1
4,46481.35,True,1
4,46501.18,True,1
4,46543.56,False,1
4,46550.2,True,1
4,46590.73,True,1
4,46620.02,True,1
4,46683.14,True,3
4,46718.72,False,3
4,46718.72,True,1
4,46737.32,True,3
4,46749.74,True,1
4,46757.73,True,1
4,46834.81,True,1
4,46849.38,True,1
4,46940.14,False,1
4,46992.12,True,1
4,47000.73,True,1
4,47035.07,False,1
4,47078.19,False,2
4,47136.69,True,1
4,47153.59,False,1
4,47245.33,True,1
4,47264.48,False,2
4,47266.03,True,1
4,47279.73,False,1
4,47355.74,True,1
4,47361.89,False,1
4,47393.13,False,1
4,47393.13,True,1
4,47470.34,True,1
4,47485.02,False,1
4,47497.52,False,1
4,47504.19,True,1
4,47509.19,True,1
4,47520.92,False,1
4,47535.86,False,1
4,47557.28,False,2
4,47557.28,True,1
