client_id,visit_visitor_id,start_time,step_1,step_2,step_3,time_completion,navigations_bt_start_last,completion,start_step,1st_step,2nd_step,3rd_step,last_step,variation,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,date,initial_date,total_time_visit,final_date
16135,725277869_39816191426_221546_973833159_30067220181,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,14,170,63,F,2,0.5993297513720155,0.39608806607809666,0.43800014525847875,2017-04-09,2017-04-09 20:20:30,0.0,2017-04-09 20:20:30
16135,739783204_67389693968_203186_973833159_30067220181,0.11843130715509857,0.0,0.0,0.0,0.0,0.39608806607809666,0,0.30217098715483126,0.30217098715483126,0.0,0.0,step_1,Control,14,170,63,F,2,0.5993297513720155,0.39608806607809666,0.43800014525847875,2017-04-11,2017-04-11 21:18:44,0.11843130715509857,2017-04-11 21:18:54
16679,204164301_17766221239_325215_969102987_82457129532,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,7,89,40,Other,2,0.5940257642141723,0.43800014525847875,0.4574281953709814,2017-03-22,2017-03-22 11:48:16,0.0,2017-03-22 11:48:16
16679,631094538_40934578387_732941_959665218_67396459252,0.18505145846570348,0.08023385219035462,0.0,0.0,0.0,0.4149673432395061,0,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.0,step_2,Control,7,89,40,Other,2,0.5940257642141723,0.43800014525847875,0.4574281953709814,2017-03-22,2017-03-22 19:19:13,0.21311345133996937,2017-03-22 19:19:39
16747,710509256_16863194822_534405_191665641_90974278230,0.10046936582054998,0.10046936582054998,0.32271606540228953,0.31164247154974123,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,13,166,31,F,2,0.5939069064344803,0.30217098715483126,0.4149673432395061,2017-04-21,2017-04-21 07:58:56,0.3858395159989478,2017-04-21 08:01:32
17008,783164451_73914575132_100535_970665876_3539744812,0.28349841454831776,0.1740850223834112,0.3706899801334655,0.37191905317791585,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,25,304,55,M,2,0.5886705177172964,0.30217098715483126,0.4149673432395061,2017-04-17,2017-04-17 12:17:17,0.4327227929656865,2017-04-17 12:22:43
19613,776020228_19398499363_471934_202312306_84458574057,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,7,84,26,Other,2,0.594288899212723,0.4149673432395061,0.44577575880451276,2017-03-31,2017-03-31 10:32:05,0.0,2017-03-31 10:32:05
20898,153996100_87123014606_959742_165663625_75766926467,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,4,58,27,Other,2,0.5917309395061666,0.39608806607809666,0.43800014525847875,2017-04-06,2017-04-06 07:00:40,0.0,2017-04-06 07:00:40
21242,49249722_23282484399_943418_28758684_34903550390,0.05722565587381766,0.06911322070011289,0.27923004834473375,0.20446713529890317,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,13,163,30,F,2,0.5913882826638269,0.43800014525847875,0.4574281953709814,2017-04-23,2017-04-23 14:40:51,0.33122038582245367,2017-04-23 14:42:12
21940,264497886_42393255597_533913_805212536_88115807517,0.10970829044641214,0.26250619991546537,0.0,0.0,0.0,0.4149673432395061,0,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.0,step_2,Control,12,150,43,M,2,0.5898293850083117,0.43800014525847875,0.4574281953709814,2017-04-13,2017-04-13 00:15:36,0.28349841454831776,2017-04-13 00:16:26
25043,577479025_23003224575_613058_126533598_19634703847,0.10046936582054998,0.25985707941586267,0.15570603792305035,0.30217098715483126,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,25,310,59,F,2,0.5964619408153427,0.43800014525847875,0.4574281953709814,2017-04-05,2017-04-05 18:46:14,0.36749846948074977,2017-04-05 18:48:17
26286,646886381_6575690337_472133_108334206_5186343436,0.25985707941586267,0.0,0.0,0.0,0.0,0.39608806607809666,0,0.30217098715483126,0.30217098715483126,0.0,0.0,step_1,Control,12,149,71,F,2,0.5886565017576588,0.39608806607809666,0.43800014525847875,2017-04-12,2017-04-12 18:28:26,0.25985707941586267,2017-04-12 18:29:06
27554,139832184_11300974912_420847_173459122_5671827927,0.08023385219035462,0.11843130715509857,0.3054536161667262,0.16211498973048866,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,16,194,36,M,2,0.5956799008050675,0.39608806607809666,0.43800014525847875,2017-05-11,2017-05-11 21:31:07,0.34472972783809946,2017-05-11 21:32:41
28705,985523128_60878108519_475101_671211728_52294615240,0.1740850223834112,0.22497547741004553,0.35516734434764163,0.31013984025342184,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,15,190,53,F,2,0.5880075400220011,0.43800014525847875,0.4574281953709814,2017-06-13,2017-06-13 13:00:08,0.40890612512800256,2017-06-13 13:03:46
28845,580952843_92010541238_958716_274228726_97307081181,0.17968507085965346,0.15570603792305035,0.33347705207871436,0.29518556665579104,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,12,144,33,M,2,0.5977963744482891,0.30217098715483126,0.4149673432395061,2017-04-12,2017-04-12 22:43:08,0.3933059942641906,2017-04-12 22:46:01
29595,253828702_4091182456_53800_343737541_19063774853,0.10046936582054998,0.06911322070011289,0.353540819409375,0.17968507085965346,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,5,68,37,Other,2,0.5919510902786618,0.39608806607809666,0.43800014525847875,2017-05-10,2017-05-10 14:21:34,0.37545532962809725,2017-05-10 14:23:50
31264,716532487_25741243212_493535_91691909_20643284493,0.06911322070011289,0.16823450124808217,0.3582995571423638,0.2211581234809716,0.0,0.44577575880451276,1,0.30217098715483126,0.36549697511345214,0.36549697511345214,0.30217098715483126,confirm,Control,14,174,37,M,2,0.5935565486410856,0.4281283392115902,0.4521179616384241,2017-06-08,2017-06-08 19:16:03,0.38769558674153376,2017-06-08 19:18:43
31715,270150115_26404318524_194346_272010997_86325403627,0.2422859043718472,0.08023385219035462,0.33984215809145224,0.25985707941586267,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,7,85,32,Other,2,0.591747327677137,0.30217098715483126,0.4149673432395061,2017-04-12,2017-04-12 20:37:19,0.39164427649573513,2017-04-12 20:40:08
32197,993583906_25807203277_860781_212910548_17742344909,0.06911322070011289,0.21311345133996937,0.3345790005899251,0.34839797759762575,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,15,183,42,M,2,0.5904442351321769,0.30217098715483126,0.4149673432395061,2017-03-29,2017-03-29 11:56:12,0.40740665605929394,2017-03-29 11:59:45
34267,675050464_40640179349_303380_65518856_8852359224,0.12668309712144993,0.2700418036519838,0.18505145846570348,0.24543333351413765,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,21,255,74,M,2,0.5907896620209876,0.30217098715483126,0.4149673432395061,2017-04-05,2017-04-05 11:34:58,0.3582995571423638,2017-04-05 11:36:48
34501,41435869_36194904756_599101_744482577_79498082034,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,11,143,40,F,2,0.5969129746288243,0.36549697511345214,0.4281283392115902,2017-04-05,2017-04-05 13:25:06,0.0,2017-04-05 13:25:06
35257,792270484_79667424754_883949_372133373_9777574891,0.10970829044641214,0.20446713529890317,0.18505145846570348,0.2987514958900217,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,7,85,32,Other,2,0.5935665077231175,0.36549697511345214,0.4281283392115902,2017-04-07,2017-04-07 12:33:45,0.3590586280854352,2017-04-07 12:35:36
35417,605900266_15899735773_48030_384044523_23302560294,0.11843130715509857,0.21311345133996937,0.25985707941586267,0.272425870667171,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,19,230,26,F,2,0.5946595498996856,0.39608806607809666,0.43800014525847875,2017-04-06,2017-04-06 09:05:58,0.3661716708054507,2017-04-06 09:07:59
38714,800069931_72563880914_503531_423936024_77675215295,0.10046936582054998,0.19514311147131047,0.20446713529890317,0.30217098715483126,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,10,122,60,M,2,0.5925743295102898,0.43800014525847875,0.4574281953709814,2017-05-21,2017-05-21 15:11:51,0.3612813287025128,2017-05-21 15:13:45
41516,535379787_70953770369_239486_749562539_73692211778,0.06911322070011289,0.10046936582054998,0.25433406759666655,0.2211581234809716,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,8,106,55,F,2,0.5981968939541145,0.36549697511345214,0.4281283392115902,2017-06-05,2017-06-05 14:50:42,0.3288902175142937,2017-06-05 14:52:01
44860,794965500_18939486436_512171_104894175_78493940083,0.19514311147131047,0.09066382374466597,0.3465892817449378,0.3737146782333345,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,4,57,31,Other,2,0.593464652332225,0.36549697511345214,0.4281283392115902,2017-04-19,2017-04-19 13:07:49,0.4193687597402894,2017-04-19 13:12:07
46223,243278367_2017139765_629811_773835808_97141187992,0.16211498973048866,0.2514531708292732,0.2987514958900217,0.0,0.0,0.4281283392115902,0,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,step_3,Control,9,109,67,M,2,0.5980556604722593,0.4281283392115902,0.4521179616384241,2017-06-12,2017-06-12 23:52:23,0.3590586280854352,2017-06-12 23:54:14
47402,281854265_73613463171_274439_854385699_7834303210,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,7,92,27,Other,2,0.5918406647450378,0.43800014525847875,0.4574281953709814,2017-04-05,2017-04-05 07:38:59,0.0,2017-04-05 07:38:59
48241,360066251_63949380782_132532_436371609_24933651614,0.09066382374466597,0.0,0.0,0.0,0.0,0.39608806607809666,0,0.30217098715483126,0.30217098715483126,0.0,0.0,step_1,Control,21,262,58,M,2,0.592566725682804,0.43800014525847875,0.4574281953709814,2017-05-10,2017-05-10 15:00:13,0.09066382374466597,2017-05-10 15:00:20
48431,684543557_74744216626_700180_76293008_70564161300,0.10046936582054998,0.25985707941586267,0.3760238107627,0.32648252602181316,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,12,150,54,F,2,0.5953033099708493,0.4149673432395061,0.44577575880451276,2017-03-29,2017-03-29 11:26:59,0.420287974104231,2017-03-29 11:31:21
50271,475201178_31383506300_405176_904917113_89331760787,0.22866596328098068,0.13450319617210174,0.38814950719526187,0.2747503666156721,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,6,73,35,Other,2,0.5903262218356317,0.4281283392115902,0.4521179616384241,2017-03-29,2017-03-29 12:33:01,0.4172245085703482,2017-03-29 12:37:10
50692,121982200_4088324064_848879_209129483_94930539204,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,5,62,54,Other,2,0.5929356805596456,0.4281283392115902,0.4521179616384241,2017-04-02,2017-04-02 14:01:08,0.0,2017-04-02 14:01:08
51902,335453040_3847193462_575230_407933819_5423056426,0.09066382374466597,0.12668309712144993,0.32399297992524534,0.19989509694990715,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,14,176,41,M,2,0.5912368993937863,0.4149673432395061,0.44577575880451276,2017-05-22,2017-05-22 13:49:14,0.36271947673850874,2017-05-22 13:51:10
52461,510072961_45375022441_651014_896021644_63808047375,0.19514311147131047,0.2484876277867159,0.3737146782333345,0.22866596328098068,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,12,152,46,F,2,0.5973253212683125,0.30217098715483126,0.4149673432395061,2017-05-30,2017-05-30 07:30:32,0.40978264941871273,2017-05-30 07:34:13
52765,473611699_88698300702_676504_500852995_95885249959,0.20446713529890317,0.14898500000186396,0.3437801336312004,0.34084826533286494,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,8,98,26,Other,2,0.5888323420991065,0.30217098715483126,0.4149673432395061,2017-04-12,2017-04-12 11:12:04,0.40978264941871273,2017-04-12 11:15:45
53126,292502369_4064709550_81898_930034355_30062243156,0.08023385219035462,0.06911322070011289,0.3054536161667262,0.21311345133996937,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,6,73,37,Other,2,0.5947337929036881,0.30217098715483126,0.4149673432395061,2017-04-01,2017-04-01 16:34:50,0.349283964638351,2017-04-01 16:36:29
53169,464234962_87043021614_458051_147805733_4309405544,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,11,141,44,F,2,0.5959114994118102,0.43800014525847875,0.4574281953709814,2017-06-04,2017-06-04 23:46:27,0.0,2017-06-04 23:46:27
53169,83651464_80099983884_506944_147805733_4309405544,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,11,141,44,F,2,0.5959114994118102,0.43800014525847875,0.4574281953709814,2017-05-09,2017-05-09 22:36:11,0.0,2017-05-09 22:36:11
54291,266600258_97583660405_671014_979954555_97229287903,0.10970829044641214,0.2571341664941893,0.33778457510731896,0.3388210520613759,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,14,176,54,M,2,0.5895047343736987,0.36549697511345214,0.4281283392115902,2017-04-10,2017-04-10 19:09:05,0.4103576959464002,2017-04-10 19:12:48
54477,414181663_57579923132_62906_218328765_92026803244,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,11,136,34,F,2,0.5888749181893349,0.39608806607809666,0.43800014525847875,2017-04-07,2017-04-07 17:54:47,0.0,2017-04-07 17:54:47
55448,867280327_23049734736_74776_840115343_7199681764,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,9,110,58,F,2,0.5912469974042526,0.39608806607809666,0.43800014525847875,2017-04-01,2017-04-01 17:23:03,0.0,2017-04-01 17:23:03
55448,882125875_3305639408_136269_840115343_7199681764,0.22866596328098068,0.09066382374466597,0.36815084955311417,0.36683878881663,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,9,110,58,F,2,0.5912469974042526,0.39608806607809666,0.43800014525847875,2017-03-30,2017-03-30 12:25:56,0.42480611568168397,2017-03-30 12:30:39
55448,925381309_51194515110_418854_840115343_7199681764,0.11843130715509857,0.0,0.0,0.0,0.0,0.39608806607809666,0,0.30217098715483126,0.30217098715483126,0.0,0.0,step_1,Control,9,110,58,F,2,0.5912469974042526,0.39608806607809666,0.43800014525847875,2017-04-02,2017-04-02 19:15:01,0.11843130715509857,2017-04-02 19:15:11
58196,11336552_27599267247_610394_983697480_34448825600,0.28138962134083867,0.0,0.0,0.0,0.0,0.39608806607809666,0,0.30217098715483126,0.30217098715483126,0.0,0.0,step_1,Control,7,86,45,Other,2,0.5933746400155934,0.43800014525847875,0.4574281953709814,2017-04-19,2017-04-19 14:43:59,0.28138962134083867,2017-04-19 14:44:48
58196,188152660_90386212987_772182_500338642_657773211,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,7,86,45,Other,2,0.5933746400155934,0.43800014525847875,0.4574281953709814,2017-04-06,2017-04-06 11:55:01,0.0,2017-04-06 11:55:01
58589,427483961_80964437545_597169_738314398_64542634741,0.05722565587381766,0.10046936582054998,0.3038288449978867,0.0,0.0,0.4281283392115902,0,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,step_3,Control,9,119,41,Other,2,0.5955869329712873,0.39608806607809666,0.43800014525847875,2017-05-20,2017-05-20 13:51:07,0.3214169063817795,2017-05-20 13:52:20
59605,235378732_95535692530_149642_970008507_18567069047,0.2514531708292732,0.0,0.0,0.0,0.0,0.39608806607809666,0,0.30217098715483126,0.30217098715483126,0.0,0.0,step_1,Control,15,189,59,F,2,0.5960943526557645,0.4281283392115902,0.4521179616384241,2017-04-14,2017-04-14 14:35:30,0.2514531708292732,2017-04-14 14:36:07
62837,327442728_8911658620_326140_304946154_37951323919,0.24543333351413765,0.0,0.0,0.0,0.0,0.39608806607809666,0,0.30217098715483126,0.30217098715483126,0.0,0.0,step_1,Control,14,178,31,M,2,0.5982721376103493,0.43800014525847875,0.4574281953709814,2017-04-19,2017-04-19 20:27:13,0.24543333351413765,2017-04-19 20:27:48
63377,521175398_8295635658_449199_788039467_77470294436,0.16211498973048866,0.06911322070011289,0.349283964638351,0.25985707941586267,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,5,66,26,Other,2,0.5926472205571176,0.43800014525847875,0.4574281953709814,2017-04-23,2017-04-23 10:01:04,0.38769558674153376,2017-04-23 10:03:44
66169,314968019_91486294471_902489_788156762_5097367314,0.23223625768621228,0.10046936582054998,0.15570603792305035,0.0,0.0,0.4281283392115902,0,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,step_3,Control,14,174,45,M,2,0.5903722268486493,0.36549697511345214,0.4281283392115902,2017-04-08,2017-04-08 13:24:48,0.2914626755161126,2017-04-08 13:25:42
66169,906928885_73352156618_120818_788156762_5097367314,0.15570603792305035,0.09066382374466597,0.15570603792305035,0.28953879141278654,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,14,174,45,M,2,0.5903722268486493,0.36549697511345214,0.4281283392115902,2017-04-10,2017-04-10 12:02:57,0.34084826533286494,2017-04-10 12:04:27
73331,901549056_38823704976_582117_36677609_11304866149,0.10970829044641214,0.14898500000186396,0.31311690423321786,0.2484876277867159,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,14,177,50,F,2,0.5933500179404928,0.43800014525847875,0.4574281953709814,2017-03-29,2017-03-29 12:03:50,0.3694342377405252,2017-03-29 12:05:56
73910,707782085_90861986432_458297_331087954_11621568277,0.10970829044641214,0.08023385219035462,0.3605493327456688,0.265084719711558,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,10,123,27,M,2,0.5921084029792523,0.30217098715483126,0.4149673432395061,2017-03-30,2017-03-30 15:27:13,0.39206483788227015,2017-03-30 15:30:03
80241,298772047_66491454995_483348_929042007_13315662273,0.28138962134083867,0.0,0.0,0.0,0.0,0.39608806607809666,0,0.30217098715483126,0.30217098715483126,0.0,0.0,step_1,Control,13,157,65,F,2,0.5900053505000336,0.4149673432395061,0.44577575880451276,2017-06-13,2017-06-13 11:45:58,0.28138962134083867,2017-06-13 11:46:47
82869,802395828_6682877662_168362_122268084_82834617656,0.08023385219035462,0.08023385219035462,0.3038288449978867,0.315984563954951,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,8,101,27,Other,2,0.5897346671209258,0.30217098715483126,0.4149673432395061,2017-04-05,2017-04-05 11:17:51,0.37878251327107343,2017-04-05 11:20:13
83683,93644698_78281667868_627242_642395897_45801693855,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,5,68,31,Other,2,0.5937368009997708,0.43800014525847875,0.4574281953709814,2017-04-05,2017-04-05 11:28:06,0.0,2017-04-05 11:28:06
86699,193051099_27203058364_390971_78778412_65842551903,0.09066382374466597,0.06911322070011289,0.34183973357954645,0.19989509694990715,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,23,286,27,M,2,0.5896949115423824,0.36549697511345214,0.4281283392115902,2017-04-19,2017-04-19 11:02:33,0.3694342377405252,2017-04-19 11:04:39
87218,557340204_35677035322_784350_235114755_24477340433,0.06911322070011289,0.17968507085965346,0.0,0.0,0.0,0.4149673432395061,0,0.30217098715483126,0.36549697511345214,0.0,0.0,step_1,Control,5,70,27,Other,2,0.5929483723849105,0.43800014525847875,0.4574281953709814,2017-04-02,2017-04-02 11:52:50,0.20446713529890317,2017-04-02 11:53:14
87218,798792217_99268194625_184753_235114755_24477340433,0.20886996174599642,0.1419267254865291,0.38723768672239123,0.38630971190326796,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,5,70,27,Other,2,0.5929483723849105,0.43800014525847875,0.4574281953709814,2017-03-29,2017-03-29 12:19:12,0.43712152400348986,2017-03-29 12:25:06
89116,541521363_75707309625_805474_131621681_61341097127,0.14898500000186396,0.21720670467757094,0.2514531708292732,0.2700418036519838,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,18,219,23,M,2,0.5971846889412226,0.4149673432395061,0.44577575880451276,2017-04-12,2017-04-12 14:09:23,0.36683878881663,2017-04-12 14:11:25
97170,363607886_52777929750_66476_981280744_120143523,0.25433406759666655,0.0,0.0,0.0,0.0,0.39608806607809666,0,0.30217098715483126,0.30217098715483126,0.0,0.0,step_1,Control,16,202,38,M,2,0.5889670453304042,0.4149673432395061,0.44577575880451276,2017-04-23,2017-04-23 20:34:28,0.25433406759666655,2017-04-23 20:35:06
97322,395167409_23016265521_975043_708759430_36042403602,0.0,0.0,0.0,0.0,0.0,0.36549697511345214,0,0.30217098715483126,0.0,0.0,0.0,start,Control,5,69,35,Other,2,0.5895903521940075,0.36549697511345214,0.4281283392115902,2017-04-12,2017-04-12 11:27:13,0.0,2017-04-12 11:27:13
97723,557900702_1443110889_97332_917474705_90488900889,0.11843130715509857,0.272425870667171,0.2747503666156721,0.21720670467757094,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,15,186,27,M,2,0.5956301048868857,0.4149673432395061,0.44577575880451276,2017-04-08,2017-04-08 20:25:13,0.3706899801334655,2017-04-08 20:27:21
98860,55275547_42495962544_38757_866611844_2262347832,0.04448281931718125,0.08023385219035462,0.2514531708292732,0.16823450124808217,0.0,0.4281283392115902,1,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,confirm,Control,8,103,29,Other,2,0.5886052328150821,0.39608806607809666,0.43800014525847875,2017-05-24,2017-05-24 08:26:52,0.3070463668613496,2017-05-24 08:27:55
99149,85073202_36161037598_922594_785296057_97267661248,0.17968507085965346,0.11843130715509857,0.2855583439991606,0.0,0.0,0.4281283392115902,0,0.30217098715483126,0.30217098715483126,0.30217098715483126,0.30217098715483126,step_3,Control,12,150,35,F,2,0.5956184318888681,0.43800014525847875,0.4574281953709814,2017-04-11,2017-04-11 23:21:34,0.3300647338139425,2017-04-11 23:22:54
